ID: 1, Ciudad: A Corua La Corua, Numero de direcciones: 1
ID: 459, Ciudad: Santiago de Compostela, Numero de direcciones: 0
ID: 460, Ciudad: Santiago de los Caballeros, Numero de direcciones: 1
ID: 461, Ciudad: Santo Andr, Numero de direcciones: 1
ID: 462, Ciudad: Sanya, Numero de direcciones: 0
ID: 463, Ciudad: Sasebo, Numero de direcciones: 1
ID: 464, Ciudad: Satna, Numero de direcciones: 1
ID: 465, Ciudad: Sawhaj, Numero de direcciones: 1
ID: 466, Ciudad: Serpuhov, Numero de direcciones: 0
ID: 467, Ciudad: Shahr-e Kord, Numero de direcciones: 1
ID: 468, Ciudad: Shanwei, Numero de direcciones: 1
ID: 469, Ciudad: Shaoguan, Numero de direcciones: 0
ID: 470, Ciudad: Sharja, Numero de direcciones: 1
ID: 471, Ciudad: Shenzhen, Numero de direcciones: 1
ID: 472, Ciudad: Shikarpur, Numero de direcciones: 1
ID: 473, Ciudad: Shimoga, Numero de direcciones: 1
ID: 474, Ciudad: Shimonoseki, Numero de direcciones: 1
ID: 475, Ciudad: Shivapuri, Numero de direcciones: 1
ID: 476, Ciudad: Shubra al-Khayma, Numero de direcciones: 1
ID: 477, Ciudad: Siegen, Numero de direcciones: 1
ID: 478, Ciudad: Siliguri Shiliguri, Numero de direcciones: 0
ID: 479, Ciudad: Simferopol, Numero de direcciones: 1
ID: 480, Ciudad: Sincelejo, Numero de direcciones: 1
ID: 481, Ciudad: Sirjan, Numero de direcciones: 1
ID: 482, Ciudad: Sivas, Numero de direcciones: 0
ID: 483, Ciudad: Skikda, Numero de direcciones: 1
ID: 484, Ciudad: Smolensk, Numero de direcciones: 1
ID: 485, Ciudad: So Bernardo do Campo, Numero de direcciones: 0
ID: 486, Ciudad: So Leopoldo, Numero de direcciones: 1
ID: 487, Ciudad: Sogamoso, Numero de direcciones: 0
ID: 488, Ciudad: Sokoto, Numero de direcciones: 0
ID: 489, Ciudad: Songkhla, Numero de direcciones: 1
ID: 490, Ciudad: Sorocaba, Numero de direcciones: 1
ID: 491, Ciudad: Soshanguve, Numero de direcciones: 1
ID: 492, Ciudad: Sousse, Numero de direcciones: 1
ID: 493, Ciudad: South Hill, Numero de direcciones: 1
ID: 494, Ciudad: Southampton, Numero de direcciones: 0
ID: 495, Ciudad: Southend-on-Sea, Numero de direcciones: 1
ID: 496, Ciudad: Southport, Numero de direcciones: 0
ID: 497, Ciudad: Springs, Numero de direcciones: 1
ID: 498, Ciudad: Stara Zagora, Numero de direcciones: 1
ID: 499, Ciudad: Sterling Heights, Numero de direcciones: 1
ID: 500, Ciudad: Stockport, Numero de direcciones: 0
ID: 501, Ciudad: Sucre, Numero de direcciones: 1
ID: 502, Ciudad: Suihua, Numero de direcciones: 0
ID: 503, Ciudad: Sullana, Numero de direcciones: 0
ID: 504, Ciudad: Sultanbeyli, Numero de direcciones: 0
ID: 505, Ciudad: Sumqayit, Numero de direcciones: 1
ID: 506, Ciudad: Sumy, Numero de direcciones: 1
ID: 507, Ciudad: Sungai Petani, Numero de direcciones: 1
ID: 508, Ciudad: Sunnyvale, Numero de direcciones: 1
ID: 509, Ciudad: Surakarta, Numero de direcciones: 1
ID: 510, Ciudad: Syktyvkar, Numero de direcciones: 1
ID: 511, Ciudad: Syrakusa, Numero de direcciones: 1
ID: 512, Ciudad: Szkesfehrvr, Numero de direcciones: 0
ID: 513, Ciudad: Tabora, Numero de direcciones: 1
ID: 514, Ciudad: Tabriz, Numero de direcciones: 1
ID: 515, Ciudad: Tabuk, Numero de direcciones: 1
ID: 516, Ciudad: Tafuna, Numero de direcciones: 1
ID: 517, Ciudad: Taguig, Numero de direcciones: 1
ID: 518, Ciudad: Taizz, Numero de direcciones: 1
ID: 519, Ciudad: Talavera, Numero de direcciones: 0
ID: 520, Ciudad: Tallahassee, Numero de direcciones: 1
ID: 521, Ciudad: Tama, Numero de direcciones: 1
ID: 522, Ciudad: Tambaram, Numero de direcciones: 1
ID: 523, Ciudad: Tanauan, Numero de direcciones: 1
ID: 524, Ciudad: Tandil, Numero de direcciones: 1
ID: 525, Ciudad: Tangail, Numero de direcciones: 1
ID: 526, Ciudad: Tanshui, Numero de direcciones: 0
ID: 527, Ciudad: Tanza, Numero de direcciones: 1
ID: 528, Ciudad: Tarlac, Numero de direcciones: 0
ID: 529, Ciudad: Tarsus, Numero de direcciones: 1
ID: 530, Ciudad: Tartu, Numero de direcciones: 1
ID: 531, Ciudad: Teboksary, Numero de direcciones: 1
ID: 532, Ciudad: Tegal, Numero de direcciones: 1
ID: 533, Ciudad: Tel Aviv-Jaffa, Numero de direcciones: 1
ID: 534, Ciudad: Tete, Numero de direcciones: 1
ID: 535, Ciudad: Tianjin, Numero de direcciones: 1
ID: 536, Ciudad: Tiefa, Numero de direcciones: 1
ID: 537, Ciudad: Tieli, Numero de direcciones: 0
ID: 538, Ciudad: Tokat, Numero de direcciones: 0
ID: 539, Ciudad: Tonghae, Numero de direcciones: 0
ID: 540, Ciudad: Tongliao, Numero de direcciones: 1
ID: 541, Ciudad: Torren, Numero de direcciones: 1
ID: 542, Ciudad: Touliu, Numero de direcciones: 1
ID: 543, Ciudad: Toulon, Numero de direcciones: 1
ID: 544, Ciudad: Toulouse, Numero de direcciones: 1
ID: 545, Ciudad: Trshavn, Numero de direcciones: 1
ID: 546, Ciudad: Tsaotun, Numero de direcciones: 0
ID: 547, Ciudad: Tsuyama, Numero de direcciones: 1
ID: 548, Ciudad: Tuguegarao, Numero de direcciones: 1
ID: 549, Ciudad: Tychy, Numero de direcciones: 1
ID: 550, Ciudad: Udaipur, Numero de direcciones: 1
ID: 551, Ciudad: Udine, Numero de direcciones: 0
ID: 552, Ciudad: Ueda, Numero de direcciones: 0
ID: 553, Ciudad: Uijongbu, Numero de direcciones: 1
ID: 554, Ciudad: Uluberia, Numero de direcciones: 1
ID: 555, Ciudad: Urawa, Numero de direcciones: 1
ID: 556, Ciudad: Uruapan, Numero de direcciones: 1
ID: 557, Ciudad: Usak, Numero de direcciones: 1
ID: 558, Ciudad: Usolje-Sibirskoje, Numero de direcciones: 1
ID: 559, Ciudad: Uttarpara-Kotrung, Numero de direcciones: 1
ID: 560, Ciudad: Vaduz, Numero de direcciones: 1
ID: 561, Ciudad: Valencia, Numero de direcciones: 0
ID: 562, Ciudad: Valle de la Pascua, Numero de direcciones: 1
ID: 563, Ciudad: Valle de Santiago, Numero de direcciones: 1
ID: 564, Ciudad: Valparai, Numero de direcciones: 1
ID: 565, Ciudad: Vancouver, Numero de direcciones: 1
ID: 566, Ciudad: Varanasi Benares, Numero de direcciones: 1
ID: 567, Ciudad: Vicente Lpez, Numero de direcciones: 1
ID: 568, Ciudad: Vijayawada, Numero de direcciones: 0
ID: 569, Ciudad: Vila Velha, Numero de direcciones: 1
ID: 570, Ciudad: Vilnius, Numero de direcciones: 0
ID: 571, Ciudad: Vinh, Numero de direcciones: 0
ID: 572, Ciudad: Vitria de Santo Anto, Numero de direcciones: 1
ID: 573, Ciudad: Warren, Numero de direcciones: 1
ID: 574, Ciudad: Weifang, Numero de direcciones: 0
ID: 575, Ciudad: Witten, Numero de direcciones: 1
ID: 576, Ciudad: Woodridge, Numero de direcciones: 2
ID: 577, Ciudad: Wroclaw, Numero de direcciones: 0
ID: 578, Ciudad: Xiangfan, Numero de direcciones: 1
ID: 579, Ciudad: Xiangtan, Numero de direcciones: 1
ID: 580, Ciudad: Xintai, Numero de direcciones: 0
ID: 581, Ciudad: Xinxiang, Numero de direcciones: 1
ID: 582, Ciudad: Yamuna Nagar, Numero de direcciones: 1
ID: 583, Ciudad: Yangor, Numero de direcciones: 0
ID: 584, Ciudad: Yantai, Numero de direcciones: 1
ID: 585, Ciudad: Yaound, Numero de direcciones: 1
ID: 586, Ciudad: Yerevan, Numero de direcciones: 1
ID: 587, Ciudad: Yinchuan, Numero de direcciones: 0
ID: 588, Ciudad: Yingkou, Numero de direcciones: 0
ID: 589, Ciudad: York, Numero de direcciones: 0
ID: 590, Ciudad: Yuncheng, Numero de direcciones: 1
ID: 591, Ciudad: Yuzhou, Numero de direcciones: 1
ID: 592, Ciudad: Zalantun, Numero de direcciones: 1
ID: 593, Ciudad: Zanzibar, Numero de direcciones: 1
ID: 594, Ciudad: Zaoyang, Numero de direcciones: 0
ID: 595, Ciudad: Zapopan, Numero de direcciones: 1
ID: 596, Ciudad: Zaria, Numero de direcciones: 1
ID: 597, Ciudad: Zeleznogorsk, Numero de direcciones: 1
ID: 598, Ciudad: Zhezqazghan, Numero de direcciones: 0
ID: 599, Ciudad: Zhoushan, Numero de direcciones: 0
ID: 600, Ciudad: Ziguinchor, Numero de direcciones: 1
